@relation First_trial_regression_before

@attribute Screen_num_7 numeric
@attribute Show_num_7 numeric
@attribute Money_num_7 numeric
@attribute Audience_num_7 numeric
@attribute 'Director Effect' numeric
@attribute 'Distributor Effect' numeric
@attribute Month numeric
@attribute Nationality numeric
@attribute 'Before grade' numeric
@attribute 'After grade' numeric
@attribute Age numeric
@attribute 'Actor Effect' numeric
@attribute Audience numeric

@data
9,31,43855000,5717,0,1,10,1,9.06,6.94,15,1,1204666
37,70,96664500,12265,0,1,4,1,8.94,7.11,15,0,1202058
322,1065,383936000,53216,0,1,8,1,8.97,7.57,15,0,1201640
5,9,25669000,3024,0,1,3,1,9.16,6.5,15,1,1201576
10,56,69519000,11631,0,1,6,1,8.61,7.23,15,0,1201033
173,1051,872893500,76860,0,0,12,0,9.39,8.07,7,0,1182228
446,1132,418770200,60677,0,1,11,1,8.76,6.69,15,1,1177438
9,18,34586000,4413,0,1,6,1,7.47,7,18,0,1176664
167,618,225652500,31427,0,0,11,1,9.36,8.2,15,1,1173310
9,10,23856000,3332,0,1,3,0,9.53,8.51,15,0,1169839
43,100,145765000,18045,0,1,12,1,9.48,8.68,12,1,1168625
7,24,36388000,5398,0,0,2,1,9.26,9.36,12,0,1168427
10,31,34610000,5535,0,0,5,1,7.2,6.76,18,0,1165488
3,6,28890000,2181,0,0,6,0,9.23,8.68,12,0,1163120
38,116,131078000,17046,0,1,4,1,9.23,8.86,12,1,1160935
23,67,75012000,12319,0,1,12,1,8.37,6.06,15,0,1160021
17,67,89660000,11947,0,0,10,1,9.07,7.76,12,0,1159787
10,27,80253000,7950,0,1,8,0,9.3,8.23,12,0,1157472
17,42,44916500,6642,0,0,11,1,9.29,8.36,15,0,1153109
1,1,20000,2,0,0,1,0,9.03,7.11,7,0,1149628
16,35,52774000,6916,0,0,1,1,8.69,7.62,18,1,1144238
0,0,0,0,0,0,3,0,8.58,5.41,15,0,1140118
10,34,51240500,7330,0,1,5,1,8.81,8.07,15,0,1139250
19,98,40485000,5335,0,1,12,1,9.02,8.27,12,1,1130638
10,13,19127000,2845,0,1,11,0,9.15,8.31,15,0,1125739
5,17,7269000,1192,0,1,3,0,9.62,8.84,15,0,1125032
65,123,109047400,13682,0,1,10,1,7.91,7.86,15,0,1124918
10,27,36913000,5729,0,0,2,1,8.98,7.07,15,0,1123294
27,84,99885500,16216,0,0,11,1,9.17,6.98,15,0,1118258
16,31,43292000,7004,0,1,5,0,9.05,8.71,12,0,1111865
222,561,102550500,12545,0,0,8,0,8.3,7.4,15,0,1111158
16,22,38447500,5618,0,1,10,1,9.61,6.39,18,0,1110523
10,40,71507000,8947,0,1,5,1,8.31,6.89,18,0,1110246
8,20,35833000,4295,0,0,1,0,9.4,8.06,7,0,1101678
10,24,12726000,1591,0,0,4,1,8.82,7.6,15,0,1099665
8,36,60102000,7124,0,0,6,1,8.09,7.18,15,0,1085047
0,0,0,0,0,1,9,0,9.65,8.1,7,0,1083746
197,848,588697500,65019,0,1,11,0,9.32,9.15,7,0,1075584
596,1660,418286500,57625,0,0,7,0,7.75,6.14,15,0,1075333
12,18,22841000,3314,0,0,6,0,9.02,7.67,18,0,1074321
83,167,211116000,24951,0,1,1,1,9.06,8.49,12,0,1069436
248,695,169872500,29163,0,1,4,0,8.99,6.9,12,0,1063955
5,18,29655000,4541,0,0,4,1,8.16,7.29,18,0,1061412
24,76,55570000,8883,0,1,4,1,9.45,8.6,15,0,1059350
13,91,67009000,14673,0,0,3,0,9.44,8.66,12,0,1052379
2,4,6510000,846,0,0,7,0,9.43,9.3,7,0,1047327
11,42,52034500,7309,0,1,12,1,7.46,7.9,18,0,1046787
17,39,56610500,6343,0,0,10,1,9.31,6.99,15,1,1046313
11,27,47132500,6511,0,1,11,1,9.41,7.32,15,0,1044522
46,351,282938500,26435,0,0,9,0,9.59,8.7,7,0,1043904
3,7,10377500,899,0,1,1,1,8.94,7.6,7,0,1040636
10,26,22346000,3652,0,0,4,0,8.91,6.5,15,0,1036172
34,88,106942000,17592,0,0,7,1,9.08,7.71,18,0,1030285
194,706,413289000,51787,0,1,10,1,9.6,9.11,15,0,1027622
9,14,18768000,2396,0,0,8,0,8.98,8.57,7,0,1027438
34,36,32694000,2331,0,0,12,0,8.78,8.43,12,0,1019300
3,3,4200000,700,0,0,9,0,9.22,7.09,15,1,1015711
5,18,12231000,1589,0,0,2,0,9,7.83,15,0,1015287
31,182,170675000,29322,0,1,1,1,9.12,7.54,15,0,1006947
1,2,130000,17,0,1,3,0,9.38,8.28,15,0,1006833
20,318,237139000,21938,0,0,2,0,9.56,9.32,7,0,1006075
304,1407,371546000,43283,0,0,10,0,8.94,8,18,0,999047
12,21,20752000,2966,0,0,12,0,9.47,7.8,12,0,998528
1,3,258000,38,0,0,6,0,8.92,8.31,15,0,992064
101,433,177131000,23849,0,0,9,1,7.78,7.92,12,0,989021
12,43,68089000,7863,0,1,4,1,9.16,7.71,18,0,987420
9,50,58114000,7631,0,1,3,1,8.55,7.41,15,0,986547
32,101,125436000,15981,0,0,8,1,8.57,8.91,15,0,984265
1,2,5184000,648,0,0,9,0,9.64,8.51,7,0,979739
4,7,18240000,1930,0,0,2,0,8.32,8,12,1,979509
12,41,65032000,9423,0,1,1,1,9.01,7.59,15,0,977470
10,24,34049000,4857,0,0,11,1,7.91,6.44,15,0,975462
1,2,1170000,195,0,1,2,1,9.47,8.05,12,0,974554
6,40,77937000,9196,0,0,8,0,8.62,8.79,7,0,973703
39,92,161798000,20623,0,1,9,1,8.05,7.29,7,0,971194
69,119,32674000,4348,0,1,10,1,8.38,7.2,12,1,970373
376,998,446324000,48994,0,0,6,0,9.13,7.67,18,0,970275
40,165,78887000,14239,0,1,5,1,8.6,7.99,12,0,963634
5,23,39230000,4910,0,0,11,1,8.71,7.95,18,1,956767
1,1,4848000,303,0,0,2,0,9.46,7.67,12,0,956154
37,53,64088000,7868,0,1,1,1,9,7.47,12,1,955175
168,778,329019000,43569,0,1,8,0,9.82,8.78,12,0,953871
16,60,46296000,11574,0,0,1,0,9.35,7.61,15,0,951855
5,16,20898000,4832,0,1,2,0,8.63,7.69,15,1,949324
90,327,230535000,22039,0,1,12,0,7.79,8.66,7,0,946615
15,39,28066000,4677,0,1,4,1,9.35,7.01,18,0,945185
32,74,99022000,13490,0,0,12,0,9.16,8.65,12,0,941672
267,1066,494213500,72639,0,1,5,0,9.57,9.24,7,0,941615
8,22,44404000,5323,0,0,6,0,9.57,8.52,12,0,939658
3,8,8227000,986,0,1,2,1,8.49,6.91,15,0,937029
41,206,229157700,26263,0,1,5,1,8.74,5.91,18,1,930855
3,12,28257000,2752,0,1,1,1,9.01,8.56,7,0,929985
175,184,39346200,5120,0,0,10,0,8.21,7.42,15,0,925813
297,2480,1092631000,165333,0,0,9,0,9.09,8.83,7,0,925108
464,1241,273441900,35356,0,0,9,0,8.96,7.94,15,1,921317
7,14,25882000,2930,0,0,3,0,8.18,7.38,12,0,918678
118,411,247795000,34284,0,0,12,0,9.12,9.3,7,0,918183
1,1,0,0,0,0,12,0,9.66,5.97,15,0,915359
204,1372,254528000,37989,0,0,6,1,10,9.02,12,0,907255
14,41,34041000,4364,0,1,12,0,9.11,8.81,7,0,904145
193,1578,965294500,134678,0,1,10,1,9.29,5.79,15,1,900054
1,1,4848000,303,0,0,3,0,8.59,6.84,12,0,893027
13,21,30278000,4402,0,0,1,0,9.43,8.59,7,0,884885
1,1,0,0,0,0,8,0,9.59,8.79,7,0,877398
27,95,112139000,15213,0,1,1,0,9.02,8.77,7,0,875481
10,66,45054000,9108,0,0,8,0,8.28,9.02,7,0,874913
8,9,17732000,2411,0,0,2,0,9.28,8.23,15,0,873396
3,6,9192000,1347,0,0,11,0,7.37,6.25,12,0,873079
2,4,13572000,1704,0,1,7,1,8.59,4.72,15,0,872594
12,32,48945000,6957,0,1,11,1,8.44,6.47,15,0,870785
20,57,95794000,12645,0,0,9,0,9.35,8.73,7,0,870065
346,895,338564000,51983,0,0,8,0,8.95,7.81,7,0,869805
7,17,28556000,4247,0,1,5,1,8.52,6.21,15,0,867386
12,13,31449000,2811,1,0,6,0,8.58,7.66,12,1,858402
12,32,37919500,5524,0,1,3,1,0,4.18,18,0,858215
9,25,51785000,6359,0,0,3,1,8.61,6.74,18,0,855980
16,19,36741000,4619,0,1,11,0,9.42,7.54,15,0,854377
1,2,128000,16,0,0,10,0,8.87,8.95,18,0,853859
19,54,94250000,11969,0,1,2,1,9.19,8.2,12,1,848148
12,59,35649500,4115,0,1,2,1,8.36,7.28,15,0,844103
15,28,52207000,3581,0,0,3,0,8.55,7.46,12,0,837426
7,30,25167000,4181,0,1,2,1,7.59,6.65,15,0,837059
28,62,94434600,10744,0,0,5,1,9.07,7.33,15,1,836117
246,1072,458879500,63271,0,1,5,1,9.43,7.74,15,0,831804
18,40,69904200,7612,0,1,7,1,8.44,6.49,15,1,827918
1,1,1211000,173,0,0,7,0,8.61,6.85,15,0,825517
26,67,74102000,12811,0,1,2,1,8.73,7.79,15,1,821918
349,1620,436324000,49757,0,0,9,0,8.72,8.91,15,0,820995
13,33,45477000,6380,0,1,12,0,9.29,7.28,7,0,814023
17,19,16528000,1701,0,0,12,0,8.97,8.16,12,0,809755
4,8,5017000,715,0,0,12,0,9.39,7.8,15,0,807486
1,1,1888000,236,0,0,10,0,9.14,7.44,15,0,806924
1,2,6416000,802,0,1,11,0,8.65,7.63,15,0,806709
171,585,216326500,26862,0,0,3,0,9.3,8.26,12,0,806248
4,10,4528000,729,0,0,5,0,9.18,7.54,12,0,804631
1,1,232000,58,0,0,11,0,9.55,8.15,7,0,800062
51,195,239237000,30423,0,0,11,1,9.67,8.62,12,0,799275
9,11,11058000,1492,0,0,6,0,9.64,8.94,15,0,791173
4,4,4900000,700,0,1,6,1,8.2,6.82,15,0,790954
77,206,150836400,18634,0,0,12,1,8.75,7.81,15,0,790158
3,9,8782000,1139,0,1,1,0,9.14,7.26,15,0,784031
22,103,141815000,21016,0,1,2,1,7.65,7.62,18,0,773996
12,19,18244100,2231,0,0,3,0,9.45,8.36,18,0,773649
27,45,46721000,7790,0,1,8,1,8.66,7.09,15,1,771699
160,681,618863500,85039,0,1,8,1,7.62,7.42,12,0,768971
8,18,21376500,3052,0,0,2,0,8.78,5.7,7,0,765315
1,1,3208000,401,0,0,1,0,8.19,8.41,18,0,765259
3,4,11942000,1183,0,1,3,0,8.13,7,15,1,764072
10,23,37093000,4309,0,0,5,0,9.34,8.29,7,1,761404
4,9,9797000,1400,0,1,10,1,9.6,6.66,12,1,758473
47,103,164774000,20583,0,0,11,1,9.48,8.99,15,0,757430
5,30,37359000,5516,0,0,12,0,9.72,9.04,7,0,757337
23,29,39578000,4877,0,0,8,0,9.39,8.58,12,0,744387
186,537,123424500,17184,0,0,1,1,7.5,4.67,15,0,742475
15,37,22637000,4711,0,0,10,0,9.54,8.27,12,0,738963
40,201,33297500,5440,0,0,5,1,8.89,8.58,12,0,733931
3,4,5092000,768,0,0,3,0,8.28,7.37,15,0,731551
28,62,35916000,4590,0,1,11,1,9.02,6.29,18,0,731212
9,33,18247000,2607,0,1,11,1,9.24,7.82,12,0,730343
14,99,71946000,17274,1,1,4,1,9.31,6.86,18,1,727409
5,23,28294000,6310,0,1,3,0,8.69,6.69,15,1,726998
4,10,8768000,1322,0,1,3,1,7.75,8.36,15,0,724107
40,43,78420000,8162,0,0,3,0,9.02,8.34,7,0,716386
5,12,15568000,2200,0,1,6,1,7.75,6.99,18,0,714102
1,1,4848000,303,0,0,5,0,7.95,6.66,12,0,709734
27,77,58075000,12551,0,1,7,1,9.62,8.6,7,0,707748
11,25,177000,26,0,0,5,0,9.37,8.46,15,0,704834
2,4,175000,25,0,0,1,0,9.76,7.31,18,0,704058
29,173,235175900,28848,0,0,8,1,8.97,8.69,12,1,703024
20,40,25936000,4967,0,0,3,0,9.17,8.14,15,1,700095
25,70,53041000,12450,0,1,5,1,8.78,9.05,15,0,699973
4,6,11488000,1436,0,1,5,0,8.91,7.95,12,0,696412
3,9,6438000,1283,0,1,7,0,8.86,6.16,7,0,694728
211,710,299046500,43456,0,1,9,1,8.18,7.79,15,0,693101
19,32,41768000,5031,0,0,10,0,8.95,7.82,15,0,689071
1,2,123000,19,0,0,4,0,9.65,8.48,15,0,685746
3,14,20812000,2508,0,0,8,0,9.66,9.13,12,0,682712
8,14,22021000,3151,0,1,2,0,9.23,8.55,7,0,682525
1,2,6850000,457,0,0,7,0,8.99,7.61,12,0,681945
7,9,14542000,1517,0,0,5,0,8.81,8.3,7,0,680606
5,10,15824000,1978,0,1,2,0,8.88,8.71,7,0,675966
2,4,4100000,569,0,1,4,0,9.03,8.02,7,0,672285
6,17,24374000,3682,0,1,7,1,5.65,5.07,15,0,670295
1,1,3208000,401,0,0,1,0,8.94,7.91,12,0,668576
10,10,12264000,2263,0,0,2,0,9.55,8.15,7,0,665096
2,3,4384000,548,0,0,7,0,9.89,9.03,7,0,661550
135,563,576119500,49757,0,1,10,0,8.79,7.33,12,0,657564
0,0,0,0,0,0,3,1,8.63,6.02,18,0,654587
22,53,83537000,10298,0,1,11,1,9.25,7.35,15,0,654407
2,3,4858000,540,0,0,2,0,8.35,7.35,12,0,654386
176,609,315463000,40746,0,1,12,0,9.12,7.13,12,0,654212
10,33,61229000,7519,0,1,1,1,8.32,6.56,15,0,652453
10,20,12043000,2462,0,1,6,1,7.77,4.58,15,0,652097
229,677,97661000,19163,0,0,9,1,8.9,9,15,0,651439
14,31,15419000,3564,0,1,7,0,7.68,7.6,7,0,650994
10,33,60845000,7428,0,0,4,1,9.13,8.07,12,0,646195
10,20,43846000,5535,0,1,6,1,8.31,6.16,15,1,645922
7,14,12521000,2120,0,0,11,0,9.54,6.55,18,0,645218
12,293,112867000,10518,0,0,7,0,9.34,8.29,7,1,645191
1,2,3330000,418,0,0,8,0,9.76,9.08,7,0,644216
17,32,29546000,5666,0,1,9,0,9.21,7.02,12,0,644163
27,35,48230000,6890,0,0,11,0,9.28,8.28,12,0,641099
2,6,13365000,1971,0,0,4,0,8.68,8.16,7,0,638598
285,1815,903740000,118328,0,0,5,0,9.2,7.43,12,0,636631
8,16,29486000,3662,0,1,3,1,9.38,7.64,18,1,634953
46,83,118685000,16573,0,1,1,1,9.09,8.13,15,0,632299
6,16,14896000,2128,1,0,2,1,8.08,7.26,18,0,630049
18,28,40542800,4830,0,0,2,0,7.72,8.15,12,1,629322
9,16,34696000,4472,0,1,12,1,7.79,6.59,12,0,628576
284,1738,280075500,45244,1,1,8,1,8.17,6.82,12,1,628508
4,5,7604000,932,0,0,7,0,9.86,9.24,7,0,628423
343,1705,419969800,45109,0,0,9,0,9.39,9.14,12,0,627102
25,211,180501000,25122,0,0,12,0,9.61,8.89,7,0,625900
14,52,64197000,9776,0,1,1,0,8.07,8.12,12,0,622572
20,41,68631000,7160,0,0,11,0,9.09,8.75,7,0,622286
7,17,19929000,2594,0,0,12,0,8.16,7.65,7,0,618598
2,2,1858000,250,0,0,10,0,9.27,7.42,12,0,616943
28,138,122892000,23541,0,0,11,1,8.4,7.78,12,0,616654
34,120,176977000,24712,0,1,10,1,8.48,7.02,15,0,616481
19,35,36680000,4725,0,1,11,0,8.79,7.26,15,0,612328
7,19,29492000,4406,0,1,6,1,8,5.12,15,1,611685
10,18,38842000,4899,0,1,9,1,8.12,6.37,12,1,609063
1,4,2752000,344,0,0,3,0,9.8,7.65,15,0,606841
14,22,26335000,4577,0,1,4,0,9.46,7.19,15,0,606531
3,7,5061000,723,0,1,3,0,9.43,6.68,18,0,606317
12,35,40363000,5499,0,0,11,1,9.32,8.01,15,1,605224
3,7,9904000,1356,0,1,9,1,9.4,8.03,18,0,602967
2,5,7722000,825,0,0,12,0,8.78,9.01,7,0,599963
27,83,56294000,11461,0,1,4,1,8.98,7.61,15,1,599176
408,1128,384378100,47328,0,1,6,1,8.17,5.98,18,0,599050
188,635,315070000,41715,0,0,8,0,8.28,7.42,15,0,598373
16,27,32156000,3439,0,0,1,0,9.07,7.61,7,0,597142
9,51,31224000,6720,0,1,10,0,8.46,8.61,12,0,593630
4,12,20529000,2847,0,0,6,1,8.63,6.09,18,0,592041
26,49,47412000,8889,0,1,2,0,8.91,7.29,15,0,591841
12,17,30334000,3869,0,1,11,1,6.44,5.29,15,0,591125
8,33,4900000,628,0,0,1,1,8.43,6.84,15,0,590409
6,7,11212000,1464,0,0,1,0,9.28,8.05,18,0,585082
1,2,104000,16,0,0,10,0,9.87,7.39,15,0,584861
241,1665,396326500,55563,0,0,9,1,8.03,5.88,15,2,583183
2,2,4304000,538,0,0,7,0,8.86,7.48,7,0,582698
6,7,16776000,2097,0,0,5,0,9.5,5.79,15,0,582126
363,2668,452773000,78688,0,1,10,1,9.05,7.95,15,0,581468
7,32,45221000,5579,0,0,12,0,9.54,8.63,7,0,579130
0,0,0,0,0,0,12,0,8.69,7.21,15,0,577758
19,198,69340500,10807,0,1,5,0,9.72,7.33,7,0,576150
2,3,12036000,1003,0,0,3,0,8.85,7.75,15,0,573657
2,3,5868000,978,0,1,9,0,8.05,7.32,15,0,571074
45,64,75983000,13855,0,0,10,0,9.9,8,18,0,570010
3,3,0,0,0,0,12,0,9.67,8.41,7,0,569773
5,7,18912000,2422,0,0,6,0,8.47,7.41,15,0,569500
3,8,9998000,1419,0,1,1,0,9.03,7,15,0,562764
25,144,133926500,25123,0,1,2,1,8.78,8.12,12,0,562156
10,32,37261000,5654,0,0,9,0,9.42,7.99,12,0,560620
15,65,78406000,11405,0,0,5,0,9.55,9,15,0,560578
9,43,31852000,4685,0,1,1,1,8.7,7.46,7,2,559705
1,2,6252000,411,0,0,9,0,8.52,5.85,18,0,558433
1,2,2430000,607,0,1,1,0,9.29,5.97,7,0,556496
12,23,33952000,3824,0,0,7,0,9.31,8.22,7,0,553760
4,7,9982000,1426,0,0,10,0,8.89,8,15,0,553159
3,10,14081500,1681,0,0,8,0,9.24,6.6,15,0,551897
2,2,3790000,433,0,1,7,0,9.65,8.79,7,0,550728
17,45,32640000,5879,0,1,11,1,8.89,6.25,12,0,540972
3,5,4823000,689,0,0,9,1,9.5,6.93,18,1,540485
0,0,0,0,0,0,5,0,8.29,6.88,12,0,537920
220,1448,232862000,32070,0,1,9,1,8.82,5.85,15,0,537075
29,119,157460300,19177,0,0,6,1,9.15,8.07,12,0,536547
3,6,2271000,449,0,0,10,1,8.22,6.67,18,0,532324
7,36,46468000,6678,0,1,3,1,9.42,6.81,18,0,531953
211,713,222189000,29819,1,1,9,1,7.89,8.45,12,0,528149
6,15,1869000,245,0,0,1,0,9.83,7.63,18,1,527077
7,11,16752000,2366,0,1,3,1,9.09,5.75,18,0,526282
2,3,4608000,576,0,1,7,0,9.81,8.65,12,0,524914
8,11,14994000,2142,0,0,1,0,8.83,7.23,15,0,524572
0,0,0,0,0,0,2,0,9.47,7.74,15,0,522794
0,0,0,0,0,0,1,0,8.95,9.17,18,0,522667
12,18,32647000,3904,0,1,3,1,7.84,6.81,18,0,519983
8,9,20960000,2280,0,0,9,0,8.66,7.83,12,0,519584
7,17,33895000,3948,0,1,1,0,9.16,8.84,15,0,518916
131,444,140859000,17138,0,0,11,0,9.01,7.8,15,0,517286
5,8,9225000,994,0,0,8,0,8.13,7.48,12,0,515522
15,20,23082000,3524,0,0,8,0,8.04,6.68,18,0,515074
11,42,2493500,330,0,1,7,0,8.57,7.4,12,1,514417
6,9,13825000,1939,0,1,12,1,8,6.74,12,0,514052
6,10,22336000,2402,0,0,9,0,9.16,8.33,12,1,513202
14,56,35598000,4888,0,0,12,0,9.45,8.89,7,0,510996
215,362,164812100,19152,0,1,11,1,9.2,8.37,12,1,510878
2,6,3012000,431,0,0,4,0,9.68,7.82,15,0,509640
1,1,0,0,0,0,9,0,8.94,6.47,15,0,509623
6,6,11655000,1295,0,1,8,0,9.73,8.99,12,0,507508
10,41,68783000,8829,0,1,2,1,8.91,6.81,15,0,507257
21,41,35326000,4837,0,1,2,0,9.4,8.75,7,0,503516
12,74,60294000,14298,0,0,3,0,8.7,6.88,15,0,502807
8,9,27590000,2098,0,0,2,0,8.01,6.68,12,0,501286
266,720,148020500,19867,0,0,12,0,8.96,6.71,15,0,499838
18,57,48668000,6099,0,0,2,0,9.37,8.49,15,0,498004
15,37,45444000,8005,0,1,6,1,8.19,5.67,15,0,497880
13,60,89957500,12852,0,1,12,1,9.36,6.66,12,0,492773
8,15,18195000,3057,0,1,6,1,8.75,6.61,15,0,492465
253,718,118878500,17190,0,1,11,1,8.49,8.11,15,0,491207
2,4,3962000,566,0,0,11,0,8.59,8.05,15,0,489855
26,48,70203000,9266,0,0,2,1,9.76,9.26,12,0,489409
26,43,16021000,1890,0,0,8,0,9.16,8.42,18,0,488242
19,42,61525000,7841,0,1,4,1,6.08,7.95,15,0,485083
25,102,118655000,15115,0,0,5,1,8.99,8.76,15,0,480987
7,13,15466000,2168,0,0,7,1,7.47,5.46,15,0,480528
19,37,48415000,6799,0,1,1,1,7.45,4.04,12,0,480361
11,47,49319000,8126,0,0,4,1,9.72,9.26,7,0,478822
6,21,32487000,4285,0,0,1,1,8.94,6.67,7,0,478392
147,548,302522100,36250,0,1,1,1,9.18,8.47,12,1,476665
3,3,11318000,1010,0,1,2,0,9.31,7.09,15,1,475309
13,28,41362000,5687,0,0,4,1,8.85,6.69,15,0,472693
95,405,180162000,21781,0,1,12,0,8.08,8.72,7,1,472692
0,0,0,0,0,1,6,0,8.26,6.8,12,0,472118
226,883,350140500,43768,0,0,9,1,6.46,6.46,18,0,471547
22,42,32477000,6408,0,1,1,1,8.59,7.2,7,0,471103
2,2,1935000,215,0,1,8,0,9.65,8.47,7,0,470990
327,1735,189867500,29143,0,1,12,1,7.99,7.54,12,0,470256
18,39,31560000,5431,0,1,10,0,8.74,7.11,12,0,468273
26,100,111221500,18243,0,0,1,1,8.93,8.84,12,0,467697
21,49,70622400,8522,0,1,10,1,8.02,6.66,18,0,465749
14,43,70787000,8726,0,0,7,0,8.93,8.12,7,0,465607
23,51,91416200,10127,0,1,3,1,8.89,6.26,18,0,465492
5,8,20135000,1715,0,0,2,0,8.42,7.31,15,0,464607
0,0,0,0,0,0,8,0,9.66,7.52,15,0,464076
2,5,7832000,1187,0,0,12,0,9.73,5.85,12,0,462999
11,14,17536000,2550,0,1,6,0,7.93,6.44,15,0,462176
72,209,45680500,5648,0,0,11,0,9.49,8.08,12,0,459535
351,1134,110590200,14215,0,0,4,0,8.14,7.29,15,0,459421
218,734,103315000,15608,0,0,8,0,9.73,9.34,12,0,458988
21,115,80900000,19170,0,0,3,0,8.88,8.94,18,0,457343
18,52,78920000,10703,0,0,10,1,9.11,7.58,15,0,451669
9,17,28873000,3727,0,1,1,0,8.04,8.22,18,0,449071
24,95,126584800,15242,0,0,3,0,9.45,9.35,12,0,448826
109,491,204696000,99918,0,1,5,1,7.8,6.27,12,0,447569
2,6,11330000,1356,0,1,1,0,8.97,8.43,18,0,446664
1,3,5504000,688,0,1,1,0,7.92,7.46,12,0,446510
6,12,19770000,2167,0,1,12,1,9.76,8.8,7,0,445014
2,2,3984000,498,0,0,4,0,8.04,7.63,12,0,445009
7,11,14531000,2357,0,1,9,0,9.61,7.71,15,0,444045
12,15,3868000,546,0,0,1,0,9.02,8.03,18,0,443889
3,5,10262000,1466,0,0,7,1,7.32,2.79,18,1,443462
0,0,0,0,0,0,9,1,8.71,9.35,7,0,441707
3,3,0,0,0,0,2,0,9.38,6.55,7,0,441525
205,639,160630500,21888,0,0,8,1,8.81,6.29,15,0,438833
6,17,42998000,6120,0,0,12,0,7.93,5.94,15,0,437101
202,1082,119620500,19241,0,0,8,1,9.78,7.89,12,0,435551
3,8,3170000,456,0,1,1,0,8.68,6.65,15,0,435201
23,44,82344000,9888,0,1,3,1,9.01,8.18,15,0,433825
17,65,97949000,14122,0,0,1,0,9.5,8.99,7,0,431376
11,28,51439000,6453,0,1,8,1,6.56,5.35,15,1,431310
5,10,13416000,1724,0,0,1,1,9.54,8.73,7,0,429569
7,17,28904000,3680,0,0,11,1,9.46,7.1,18,0,429141
4,11,7332000,1833,0,1,3,0,9.5,6.49,7,0,428896
14,70,108912000,13061,0,0,9,1,8.19,6.45,15,0,428429
29,65,76037000,12237,0,1,6,1,8.35,7.2,15,1,428139
4,9,12965000,1556,0,0,4,0,9.32,8.6,7,0,427764
5,16,17152000,2901,0,1,7,1,7.54,6.97,15,0,425972
22,45,65074000,7350,0,1,1,1,8.35,6.71,15,0,425799
3,16,9255000,2203,0,0,3,0,5.05,3.22,7,0,425571
9,24,31409000,4068,0,1,4,0,8.56,7.77,15,0,424041
94,222,89780000,12041,0,0,11,1,9.17,7.5,15,0,424002
6,31,52321000,7111,0,0,2,1,8.81,8.09,15,0,423026
179,585,140953500,21650,0,0,1,1,8.48,7.38,15,0,422363
21,46,71418000,8043,0,0,5,1,9.53,7.73,18,0,414626
0,0,0,0,0,1,12,1,9.28,8.64,15,0,414083
256,1686,504801500,57437,0,0,5,0,8.52,7.87,12,0,412843
7,15,1944000,216,0,1,7,0,8.56,6.35,15,0,410644
8,12,18256000,2361,0,0,12,0,9.54,8.49,7,0,407264
87,187,34595700,4659,0,0,5,0,9.25,8.81,15,0,406284
1,2,192000,24,0,0,6,0,8.86,7.76,18,0,405580
336,1853,307987600,40584,0,1,7,1,7.94,7.76,18,0,404456
171,757,206195000,29963,0,0,1,0,8.44,8.02,7,0,401477
18,52,54732500,6242,0,1,8,0,9.16,7.91,12,0,400329
5,7,16318000,2035,0,0,8,0,8.07,4.28,12,0,399667
3,8,6256000,782,0,0,8,0,9.64,6.71,18,0,398097
35,136,95710500,14229,0,1,3,1,6.48,6.99,15,0,397923
4,6,10979000,1225,0,1,8,0,9.67,8.77,12,0,397381
5,11,4291000,749,0,0,11,1,8.46,7.5,18,0,395865
1,3,2388000,586,0,0,9,0,9.28,7.94,12,0,391513
3,19,15106000,3743,0,1,9,1,9.62,8.07,12,1,390741
2,2,4960000,620,0,1,8,0,9.19,8.72,12,0,389253
2,4,9728000,1216,0,0,7,0,8.79,7.28,15,0,387527
8,21,32284000,3969,0,0,1,1,9.16,7.69,15,0,387409
474,1096,203914400,29256,0,1,10,1,8.46,7.42,15,1,385934
19,45,37830000,6632,0,0,1,0,8.5,7.77,18,0,385841
15,38,45755000,5520,0,1,4,0,9.66,8.42,7,0,385552
1,1,2466000,274,0,0,7,0,8.53,8.05,15,0,384789
9,24,28544500,4376,0,0,3,0,9.05,7.5,15,0,383862
16,40,48136000,6396,0,0,3,1,9.23,7.97,15,0,383336
31,71,115121000,16758,0,0,6,1,6.95,7.93,15,1,383332
1,2,8433000,627,0,0,12,0,8.95,7.28,12,0,382607
11,15,18051000,3913,0,0,3,0,9.49,9.3,12,0,381243
282,832,173231000,24277,0,0,2,0,8.54,7.28,18,0,378729
2,4,2169000,289,0,0,2,0,7.68,6.47,12,0,377801
10,22,2688000,336,0,0,3,0,8.07,7.14,18,0,375573
246,439,267494000,33436,0,0,3,0,8.42,7.19,12,0,373344
7,15,15501000,2022,0,0,1,0,9.25,8.56,7,0,366442
115,486,121803500,17817,0,0,12,0,9.38,8.81,7,0,366277
3,8,6496000,987,0,0,2,0,8.91,5.72,7,0,365525
438,1207,255012100,39769,0,0,2,0,8.26,5.49,18,0,364415
1,1,2552000,319,0,1,10,0,8.65,6.58,12,0,364251
0,0,0,0,0,0,3,0,9.19,7.01,15,0,362572
8,9,13525000,1968,0,0,6,0,9.1,6.82,15,0,360661
6,14,28606000,3106,0,1,5,0,9.52,8.37,7,0,360556
0,0,0,0,0,0,4,0,9.66,9.3,12,0,359899
7,12,13388000,1660,0,1,12,0,9.38,7.84,7,0,359663
1,3,7704000,642,0,0,11,0,9.62,8.17,7,0,358286
