@relation 'First trial'

@attribute ﻿Screen_num_7 numeric
@attribute Show_num_7 numeric
@attribute Money_num_7 numeric
@attribute Audience_num_7 numeric
@attribute 'Director Effect' numeric
@attribute 'Distributor Effect' numeric
@attribute Month numeric
@attribute Date numeric
@attribute Nationality numeric
@attribute 'Before grade' numeric
@attribute 'After grade' numeric
@attribute Age numeric
@attribute 'Actor Effect' numeric
@attribute Audience numeric

@data
6096,31990,9631373040,1117377,0,0,6,22,0,9.22,7.31,12,0,1500830
1790,10605,3782440001,574449,0,0,1,30,1,10,7.41,15,0,1496214
2539,12512,7096593500,711846,0,0,8,5,0,9.58,9.37,7,0,1484843
3918,18878,4836389000,758552,0,0,5,15,0,9.6,8.64,7,0,1478573
3587,15671,6880064054,847027,0,0,4,29,1,8.33,6.94,18,1,1472006
3692,18769,8440823919,1062367,0,1,8,13,1,9.01,6.84,18,1,1466830
3588,19313,5162931000,709674,0,1,11,30,0,9.61,6.99,15,0,1462280
3010,9751,5112604500,656381,0,1,8,1,0,7.79,8.66,7,0,1452872
3724,15964,5732390643,773838,0,0,5,16,0,9.26,8.31,15,0,1445124
4421,20182,6185899500,779702,0,1,5,14,1,7.82,6.68,18,0,1441964
2104,12414,3113802500,468732,0,1,12,17,0,9.44,7.84,7,0,1438353
3138,17190,7506718000,980790,0,0,2,6,0,8.49,7.14,15,0,1438056
5033,21111,7243354927,890836,0,1,5,4,1,8.45,7.75,15,0,1426873
3771,17497,5231571500,729997,0,0,4,4,1,9.17,7.78,15,0,1416053
3223,17484,4519360500,603719,0,0,4,28,1,8.9,6.85,15,1,1407681
1621,8686,2185591500,335376,0,0,12,17,0,9.44,8.86,15,0,1402609
4000,15081,7782414520,932150,0,1,9,14,0,8.08,8.28,12,0,1399771
3394,16154,5371688000,686201,0,0,5,29,0,9.57,8.22,12,0,1397526
2463,14455,9242679000,901981,0,1,8,19,0,8.49,4.74,7,0,1394110
3530,17705,5733682600,769806,0,1,2,20,0,8.71,7.44,15,0,1373873
7897,37265,8543513245,1118936,0,1,4,26,1,8.62,7.45,15,3,1362634
3713,14785,4901691985,649294,0,0,11,20,0,9.21,8.64,15,1,1362114
2267,12926,4419020000,673593,0,1,12,10,0,9.53,7.85,12,0,1356180
2870,14412,3754848219,513049,0,1,5,30,1,9.09,7.46,15,0,1346754
3533,16684,5413730000,737900,0,1,4,25,1,8.33,7.1,18,0,1346274
1928,12816,5373374500,712131,0,0,11,26,0,9.05,7.89,18,0,1345025
3073,17863,6281283000,685089,0,1,11,10,0,7.88,6.38,18,0,1338411
5136,23808,5676724000,796296,0,1,7,17,1,8.52,7.76,12,0,1328890
4762,13893,5150431000,693581,0,0,1,7,0,9.13,8.78,7,0,1328394
2958,15554,5225978400,638631,0,0,10,8,0,8.74,7.97,15,0,1321751
2651,15514,4760758500,639560,0,1,11,11,1,8.91,6.02,15,0,1321005
2258,12655,3199895500,514552,0,0,8,6,0,9.26,9.37,7,0,1320830
3408,13381,6812714484,814936,0,0,7,31,0,9.4,8.55,12,0,1311190
3719,18835,3709124500,525806,0,1,9,20,1,9.57,7.18,15,1,1310895
2974,15085,4815836500,639532,0,0,3,10,0,8.74,7.53,12,0,1307873
1937,11925,3949183500,573013,0,0,9,11,1,9.1,8.86,18,0,1307688
5662,25010,8384560764,1015044,0,0,5,9,0,9.26,8.18,15,0,1305826
2458,13749,5716801500,871266,0,0,4,30,0,9.07,8.22,12,0,1303452
5055,20408,7746498278,993249,0,0,1,2,0,9.66,7.15,12,0,1278894
2672,15079,2631430500,371801,0,1,7,1,1,8.54,9.23,7,0,1277800
2529,14378,5824378500,772872,0,0,5,4,0,9.06,8.97,12,0,1277301
2512,12923,3299689000,538464,0,1,1,8,0,9.46,7.89,7,0,1247015
2380,12234,3433391500,450459,0,1,4,11,1,8.81,6.87,18,0,1246185
1620,8264,2909380000,485346,0,1,1,3,0,8.97,8.09,7,0,1240953
2145,12923,2500879000,342848,0,1,3,18,1,8.04,7.55,15,0,1233582
2855,8939,5687587000,753166,0,0,9,27,0,8.82,7.7,7,0,1231024
2467,14499,3123156500,405457,0,1,10,14,1,9.42,6.83,18,0,1228673
4482,20004,5268742444,660946,0,1,6,16,1,8.85,8.29,15,0,1225142
3548,16262,5463695524,744135,0,1,2,20,1,8.29,7.51,15,0,1221420
2521,15624,4309365500,656121,0,0,4,24,0,9.47,7.33,12,0,1221352
2969,14820,6373609500,864448,0,0,8,15,0,9.59,7.26,15,0,1219637
3519,15842,3591272660,519402,0,0,11,21,1,8.86,7.04,15,0,1212270
1975,12262,7709768500,628104,0,0,9,16,0,8.97,6.28,18,0,1209538
3688,18832,6626958500,889288,0,0,8,29,0,9.01,7.21,18,0,1207732
2063,11522,4153840000,620369,0,0,4,29,1,9.01,8.01,15,0,1206101
4624,25686,6279759715,876849,0,1,10,2,1,9.06,6.94,15,1,1204666
4754,23439,4937193535,600724,0,1,4,13,1,8.94,7.11,15,0,1202058
3227,16782,5167632371,715998,0,1,8,15,1,8.97,7.57,15,0,1201640
5822,27150,8084647665,977935,0,1,3,1,1,9.16,6.5,15,1,1201576
3515,19195,4523356570,620415,0,1,6,27,1,8.61,7.23,15,0,1201033
2987,15019,4854571500,522202,0,0,12,8,0,9.39,8.07,7,0,1182228
3769,18716,4669459078,603444,0,1,11,27,1,8.76,6.69,15,1,1177438
4517,19140,5055118649,628538,0,1,6,8,1,7.47,7,18,0,1176664
2481,14251,3490976000,569757,0,0,11,13,1,9.36,8.2,15,1,1173310
3145,16786,4532034124,629146,0,1,3,14,0,9.53,8.51,15,0,1169839
5158,24308,5686965648,715510,0,1,12,14,1,9.48,8.68,12,1,1168625
3034,8794,2395473863,313829,0,0,2,17,1,9.26,9.36,12,0,1168427
3808,18906,5386630111,713617,0,0,5,17,1,7.2,6.76,18,0,1165488
4878,21411,7117090589,817276,0,0,6,9,0,9.23,8.68,12,0,1163120
4539,22117,3442982217,459535,0,1,4,9,1,9.23,8.86,12,1,1160935
2916,13965,5336171500,741761,0,1,12,19,1,8.37,6.06,15,0,1160021
4006,21072,5801235010,751832,0,0,10,2,1,9.07,7.76,12,0,1159787
4722,22164,6800692820,765009,0,1,8,17,0,9.3,8.23,12,0,1157472
5057,24266,6428074271,836389,0,0,11,30,1,9.29,8.36,15,0,1153109
2489,12745,6844713500,786403,0,0,1,19,0,9.03,7.11,7,0,1149628
2148,12510,3606006000,472917,0,0,1,7,1,8.69,7.62,18,1,1144238
2441,14902,4309347500,653380,0,0,3,13,0,8.58,5.41,15,0,1140118
3877,20389,4944926116,691563,0,1,5,9,1,8.81,8.07,15,0,1139250
2830,14670,3553106000,484286,0,1,12,8,1,9.02,8.27,12,1,1130638
4238,16155,4325587000,626775,0,1,11,21,0,9.15,8.31,15,0,1125739
1298,7643,2262951000,338525,0,1,3,19,0,9.62,8.84,15,0,1125032
3903,18124,5154828839,667388,0,1,10,8,1,7.91,7.86,15,0,1124918
2154,12745,5171273500,770277,0,0,2,5,1,8.98,7.07,15,0,1123294
3035,15869,4186152000,573128,0,0,11,24,1,9.17,6.98,15,0,1118258
2660,13639,3628477500,542266,0,1,5,7,0,9.05,8.71,12,0,1111865
3560,13201,4921054375,607817,0,0,8,24,0,8.3,7.4,15,0,1111158
3552,20251,5581203500,742669,0,1,10,11,1,9.61,6.39,18,0,1110523
4548,19893,5463799510,676372,0,1,5,21,1,8.31,6.89,18,0,1110246
3214,15994,4863131006,652201,0,0,1,14,0,9.4,8.06,7,0,1101678
2010,11396,2294310000,307664,0,0,4,15,1,8.82,7.6,15,0,1099665
4951,25663,5713681218,709825,0,0,6,15,1,8.09,7.18,15,0,1085047
2158,11869,3657500000,509411,0,1,9,9,0,9.65,8.1,7,0,1083746
2424,7955,2213427500,276135,0,1,11,29,0,9.32,9.15,7,0,1075584
3774,18528,6131444500,842809,0,0,7,25,0,7.75,6.14,15,0,1075333
2410,11439,3771584500,562869,0,0,6,5,0,9.02,7.67,18,0,1074321
5547,26403,4810111031,646780,0,1,1,21,1,9.06,8.49,12,0,1069436
2208,12423,3385164500,510137,0,1,4,16,0,8.99,6.9,12,0,1063955
3988,18628,4818557623,576293,0,0,4,7,1,8.16,7.29,18,0,1061412
2569,12399,3184901500,421389,0,1,4,14,1,9.45,8.6,15,0,1059350
1852,11882,2900041000,429828,0,0,3,13,0,9.44,8.66,12,0,1052379
2565,12009,4046643500,548422,0,0,7,29,0,9.43,9.3,7,0,1047327
2746,15687,3780072000,494576,0,1,12,3,1,7.46,7.9,18,0,1046787
4176,20007,5591279654,724606,0,0,10,28,1,9.31,6.99,15,1,1046313
4421,22601,5335753500,780941,0,1,11,6,1,9.41,7.32,15,0,1044522
2102,7732,3371363500,349385,0,0,9,16,0,9.59,8.7,7,0,1043904
2322,7434,3955915500,430722,0,1,1,26,1,8.94,7.6,7,0,1040636
1984,12569,3596384000,550936,0,0,4,3,0,8.91,6.5,15,0,1036172
2327,13312,4119389600,536925,0,0,7,1,1,9.08,7.71,18,0,1030285
2634,14250,3182144000,433189,0,1,10,20,1,9.6,9.11,15,0,1027622
2192,6811,4210785000,544834,0,0,8,11,0,8.98,8.57,7,0,1027438
5764,24869,7385348394,850668,0,0,12,28,0,8.78,8.43,12,0,1019300
3808,17140,5504119500,753361,0,0,9,6,0,9.22,7.09,15,1,1015711
1858,12446,3348130000,508451,0,0,2,28,0,9,7.83,15,0,1015287
2966,11411,3908342500,509324,0,1,1,5,1,9.12,7.54,15,0,1006947
1770,9057,3591982000,481316,0,1,3,18,0,9.38,8.28,15,0,1006833
2059,9761,3674232200,358401,0,0,2,10,0,9.56,9.32,7,0,1006075
3646,17617,4894202172,576221,0,0,10,5,0,8.94,8,18,0,999047
2898,12723,3408880500,524992,0,0,12,10,0,9.47,7.8,12,0,998528
2735,14837,4301069000,658715,0,0,6,12,0,8.92,8.31,15,0,992064
1725,10328,1812185500,245953,0,0,9,30,1,7.78,7.92,12,0,989021
3680,16956,4450069300,565479,0,1,4,10,1,9.16,7.71,18,0,987420
2885,15365,3493100000,466194,0,1,3,29,1,8.55,7.41,15,0,986547
2925,10438,3207467811,429223,0,0,8,13,1,8.57,8.91,15,0,984265
1899,7474,3284096000,444700,0,0,9,7,0,9.64,8.51,7,0,979739
4124,18849,5565527000,745146,0,0,2,13,0,8.32,8,12,1,979509
2982,14426,3862849500,522468,0,1,1,5,1,9.01,7.59,15,0,977470
2929,15941,4888257000,702142,0,0,11,22,1,7.91,6.44,15,0,975462
1699,11286,3146241000,485251,0,1,2,28,1,9.47,8.05,12,0,974554
3093,9346,3400182000,488467,0,0,8,7,0,8.62,8.79,7,0,973703
4853,19773,2602804997,332737,0,1,9,7,1,8.05,7.29,7,0,971194
3678,18580,3899349839,523720,0,1,10,23,1,8.38,7.2,12,1,970373
3106,14533,4619442099,518690,0,0,6,6,0,9.13,7.67,18,0,970275
3868,18974,3557126500,508502,0,1,5,1,1,8.6,7.99,12,0,963634
2562,13269,3534031500,471893,0,0,11,19,1,8.71,7.95,18,1,956767
3165,14914,5688163500,724723,0,0,2,28,0,9.46,7.67,12,0,956154
3951,17550,5273683969,675155,0,1,1,14,1,9,7.47,12,1,955175
1733,6761,2779072500,360465,0,1,8,15,0,9.82,8.78,12,0,953871
1769,11865,3376733500,502178,0,0,1,8,0,9.35,7.61,15,0,951855
2316,11589,3231366500,476150,0,1,2,12,0,8.63,7.69,15,1,949324
1900,6331,1987728000,213988,0,1,12,15,0,7.79,8.66,7,0,946615
2273,12552,3753578500,554712,0,1,4,3,1,9.35,7.01,18,0,945185
2481,11378,3786281799,517840,0,0,12,31,0,9.16,8.65,12,0,941672
2480,6839,1970601000,266747,0,1,5,16,0,9.57,9.24,7,0,941615
3053,9794,2743789882,336454,0,0,6,1,0,9.57,8.52,12,0,939658
1723,11122,2991855500,409270,0,1,2,18,1,8.49,6.91,15,0,937029
5605,25621,5084599245,630787,0,1,5,17,1,8.74,5.91,18,1,930855
2664,8034,2969714000,395709,0,1,1,23,1,9.01,8.56,7,0,929985
2603,12473,3982836452,517147,0,0,10,2,0,8.21,7.42,15,0,925813
2189,2426,480527000,63041,0,0,9,12,0,9.09,8.83,7,0,925108
3407,13509,5615391006,663997,0,0,9,14,0,8.96,7.94,15,1,921317
3870,17057,5084496986,607193,0,0,3,3,0,8.18,7.38,12,0,918678
2158,5111,2603646500,357065,0,0,12,19,0,9.12,9.3,7,0,918183
2731,15134,4382700000,589518,0,0,12,9,0,9.66,5.97,15,0,915359
1816,9700,2099516500,327169,0,0,6,26,1,10,9.02,12,0,907255
2579,5305,2659254000,391445,0,1,12,24,0,9.11,8.81,7,0,904145
3074,14228,2955416500,411408,0,1,10,3,1,9.29,5.79,15,1,900054
3558,20620,5736633000,654191,0,0,3,29,0,8.59,6.84,12,0,893027
2807,7496,3416207500,488746,0,0,1,17,0,9.43,8.59,7,0,884885
2346,9899,3535455000,497148,0,0,8,12,0,9.59,8.79,7,0,877398
2561,10015,4442114000,430835,0,1,1,13,0,9.02,8.77,7,0,875481
1488,8308,2404853000,331299,0,0,8,27,0,8.28,9.02,7,0,874913
2272,11854,2981638000,391096,0,0,2,29,0,9.28,8.23,15,0,873396
2767,16929,4586008500,616907,0,0,11,24,0,7.37,6.25,12,0,873079
2028,14173,4191256000,618376,0,1,7,28,1,8.59,4.72,15,0,872594
3451,17887,4073409500,579116,0,1,11,28,1,8.44,6.47,15,0,870785
2230,4935,1741126500,262210,0,0,9,12,0,9.35,8.73,7,0,870065
2554,6675,3087812000,466722,0,0,8,1,0,8.95,7.81,7,0,869805
1944,10514,2783468000,405582,0,1,5,30,1,8.52,6.21,15,0,867386
3854,18269,5404150017,641548,1,0,6,29,0,8.58,7.66,12,1,858402
2182,12239,3554139000,530443,0,1,3,20,1,0,4.18,18,0,858215
3898,19356,4934962946,602328,0,0,3,12,1,8.61,6.74,18,0,855980
4218,17734,4479946781,600094,0,1,11,20,0,9.42,7.54,15,0,854377
2016,12559,3356086000,440645,0,0,10,15,0,8.87,8.95,18,0,853859
4287,17614,4277807337,550132,0,1,2,17,1,9.19,8.2,12,1,848148
2752,14149,4331326500,581680,0,1,2,17,1,8.36,7.28,15,0,844103
3272,13944,4349831000,485151,0,0,3,8,0,8.55,7.46,12,0,837426
2351,13211,3687953000,553147,0,1,2,5,1,7.59,6.65,15,0,837059
5003,21169,5350622802,707856,0,0,5,31,1,9.07,7.33,15,1,836117
2385,11811,3137928000,419514,0,1,5,4,1,9.43,7.74,15,0,831804
3707,16738,5257541280,685374,0,1,7,9,1,8.44,6.49,15,1,827918
2610,7872,2928630120,379248,0,0,7,9,0,8.61,6.85,15,0,825517
2828,14068,4423218000,605247,0,1,2,6,1,8.73,7.79,15,1,821918
2973,10284,2712490574,340458,0,0,9,28,0,8.72,8.91,15,0,820995
4047,18641,4433184500,518195,0,1,12,7,0,9.29,7.28,7,0,814023
3604,16649,3875679200,452771,0,0,12,3,0,8.97,8.16,12,0,809755
2030,12540,3674631500,499053,0,0,12,10,0,9.39,7.8,15,0,807486
1342,10244,3762343500,500319,0,0,10,1,0,9.14,7.44,15,0,806924
4213,15982,3853838063,506776,0,1,11,18,0,8.65,7.63,15,0,806709
1873,10082,1971075000,268744,0,0,3,17,0,9.3,8.26,12,0,806248
2649,13939,3971905000,609543,0,0,5,8,0,9.18,7.54,12,0,804631
2589,6196,2010506500,291608,0,0,11,21,0,9.55,8.15,7,0,800062
3631,17490,3437521618,472698,0,0,11,13,1,9.67,8.62,12,0,799275
2152,11688,2473734000,333109,0,0,6,10,0,9.64,8.94,15,0,791173
1920,9345,1962003000,278493,0,1,6,9,1,8.2,6.82,15,0,790954
3041,12656,4786383964,609452,0,0,12,24,1,8.75,7.81,15,0,790158
2762,12438,4297398500,585503,0,1,1,17,0,9.14,7.26,15,0,784031
3716,16837,3366049500,448100,0,1,2,13,1,7.65,7.62,18,0,773996
857,2948,999422400,130641,0,0,3,20,0,9.45,8.36,18,0,773649
3145,15251,3343823000,447856,0,1,8,31,1,8.66,7.09,15,1,771699
2957,13820,2807558404,417559,0,1,8,8,1,7.62,7.42,12,0,768971
2129,5818,1810747500,237074,0,0,2,9,0,8.78,5.7,7,0,765315
3969,12867,4605390073,546378,0,0,1,25,0,8.19,8.41,18,0,765259
5307,25142,5181649637,630059,0,1,3,29,0,8.13,7,15,1,764072
3319,8395,4021535500,538066,0,0,5,1,0,9.34,8.29,7,1,761404
2477,12882,3294062500,500259,0,1,10,2,1,9.6,6.66,12,1,758473
4469,19752,3974456730,488260,0,0,11,9,1,9.48,8.99,15,0,757430
2132,10830,3244259500,484676,0,0,12,31,0,9.72,9.04,7,0,757337
2042,5725,2334928800,298749,0,0,8,13,0,9.39,8.58,12,0,744387
1970,12912,3330050000,451001,0,0,1,21,1,7.5,4.67,15,0,742475
1820,11406,2436741500,323933,0,0,10,28,0,9.54,8.27,12,0,738963
1719,10241,2545803500,387014,0,0,5,14,1,8.89,8.58,12,0,733931
3436,16984,3184241983,393407,0,0,3,10,0,8.28,7.37,15,0,731551
3188,14698,3174321000,434762,0,1,11,14,1,9.02,6.29,18,0,731212
2293,12752,2988820500,471398,0,1,11,27,1,9.24,7.82,12,0,730343
1880,10158,3117995500,454344,1,1,4,30,1,9.31,6.86,18,1,727409
1730,10587,2573207500,383615,0,1,3,19,0,8.69,6.69,15,1,726998
2277,12732,2443364000,369627,0,1,3,11,1,7.75,8.36,15,0,724107
3117,14343,3111361400,404316,0,0,3,19,0,9.02,8.34,7,0,716386
1765,8839,2842743500,373271,0,1,6,23,1,7.75,6.99,18,0,714102
4056,18342,5089394522,605217,0,0,5,15,0,7.95,6.66,12,0,709734
1671,10460,2167969000,314431,0,1,7,21,1,9.62,8.6,7,0,707748
1675,10803,2586125500,392149,0,0,5,29,0,9.37,8.46,15,0,704834
1670,10011,2886113500,425623,0,0,1,17,0,9.76,7.31,18,0,704058
3684,13398,3803363942,489068,0,0,8,10,1,8.97,8.69,12,1,703024
842,5359,1602423500,238616,0,0,3,20,0,9.17,8.14,15,1,700095
1610,10639,2502587500,332430,0,1,5,20,1,8.78,9.05,15,0,699973
2695,12779,3839851000,487107,0,1,5,14,0,8.91,7.95,12,0,696412
1757,10618,2017017500,320906,0,1,7,17,0,8.86,6.16,7,0,694728
1958,11297,2642879500,338856,0,1,9,7,1,8.18,7.79,15,0,693101
5139,22591,4437669675,532803,0,0,10,19,0,8.95,7.82,15,0,689071
1932,11736,2008604175,299750,0,0,4,2,0,9.65,8.48,15,0,685746
1690,8389,3838688500,351456,0,0,8,5,0,9.66,9.13,12,0,682712
1107,7799,1587978500,251576,0,1,2,14,0,9.23,8.55,7,0,682525
3539,16593,4521213109,564611,0,0,7,16,0,8.99,7.61,12,0,681945
3209,7405,2128390744,278906,0,0,5,19,0,8.81,8.3,7,0,680606
3698,7641,2172105500,297552,0,1,2,16,0,8.88,8.71,7,0,675966
2018,8834,1692008500,241404,0,1,4,23,0,9.03,8.02,7,0,672285
1926,10502,3117955500,438752,0,1,7,7,1,5.65,5.07,15,0,670295
3930,15624,4706862418,573678,0,0,1,4,0,8.94,7.91,12,0,668576
1865,6489,2485424000,292878,0,0,2,11,0,9.55,8.15,7,0,665096
1144,4074,2145583000,332598,0,0,7,29,0,9.89,9.03,7,0,661550
3104,15441,2799846000,334602,0,1,10,12,0,8.79,7.33,12,0,657564
1694,11295,2217705000,322952,0,0,3,19,1,8.63,6.02,18,0,654587
3745,17391,2857061384,393971,0,1,11,25,1,9.25,7.35,15,0,654407
1898,11211,3551124000,472032,0,0,2,24,0,8.35,7.35,12,0,654386
2947,13374,3705475000,491857,0,1,12,31,0,9.12,7.13,12,0,654212
3901,17929,3649282112,460350,0,1,1,14,1,8.32,6.56,15,0,652453
1986,13121,2203788500,339890,0,1,6,18,1,7.77,4.58,15,0,652097
1804,10187,2663727500,407475,0,0,9,11,1,8.9,9,15,0,651439
1390,6912,2460416000,353936,0,1,7,28,0,7.68,7.6,7,0,650994
3389,14993,2501276358,318174,0,0,4,12,1,9.13,8.07,12,0,646195
4527,23489,4450757515,587458,0,1,6,29,1,8.31,6.16,15,1,645922
1496,8843,2168610000,323780,0,0,11,20,0,9.54,6.55,18,0,645218
2227,7712,3057727000,386923,0,0,7,27,0,9.34,8.29,7,1,645191
1820,6031,2507343500,382205,0,0,8,3,0,9.76,9.08,7,0,644216
2232,13144,2059724500,276235,0,1,9,24,0,9.21,7.02,12,0,644163
2304,10192,2549999500,351855,0,0,11,17,0,9.28,8.28,12,0,641099
2053,9241,2505763500,414308,0,0,4,30,0,8.68,8.16,7,0,638598
2663,11265,1850492000,260778,0,0,5,30,0,9.2,7.43,12,0,636631
3461,16402,3180646660,385163,0,1,3,10,1,9.38,7.64,18,1,634953
2949,13496,3074890058,429781,0,1,1,9,1,9.09,8.13,15,0,632299
2367,11417,2509349000,372815,1,0,2,19,1,8.08,7.26,18,0,630049
3839,15859,3658867982,448202,0,0,2,2,0,7.72,8.15,12,1,629322
3774,13338,4024515727,546058,0,1,12,30,1,7.79,6.59,12,0,628576
1723,9470,2243429000,340217,1,1,8,14,1,8.17,6.82,12,1,628508
1370,5240,1761550000,271625,0,0,7,21,0,9.86,9.24,7,0,628423
3507,10535,2552473826,306273,0,0,9,28,0,9.39,9.14,12,0,627102
1610,6727,2179232500,323542,0,0,12,30,0,9.61,8.89,7,0,625900
2635,11920,3042080500,424246,0,1,1,17,0,8.07,8.12,12,0,622572
1931,5723,1680081000,208766,0,0,11,25,0,9.09,8.75,7,0,622286
2673,6016,3394153000,465529,0,0,12,24,0,8.16,7.65,7,0,618598
1931,10189,2388116500,319227,0,0,10,27,0,9.27,7.42,12,0,616943
2549,13452,2261455500,309779,0,0,11,26,1,8.4,7.78,12,0,616654
4761,21662,3456839025,445824,0,1,10,22,1,8.48,7.02,15,0,616481
4392,18623,3910929558,516880,0,1,11,30,0,8.79,7.26,15,0,612328
2901,14687,3179135500,434104,0,1,6,21,1,8,5.12,15,1,611685
3382,12690,4046138800,513180,0,1,9,24,1,8.12,6.37,12,1,609063
1834,11120,2775715500,371153,0,0,3,25,0,9.8,7.65,15,0,606841
3181,13149,3091942500,416452,0,1,4,5,0,9.46,7.19,15,0,606531
2267,9793,2610134000,381176,0,1,3,5,0,9.43,6.68,18,0,606317
2529,13202,2466467500,337202,0,0,11,24,1,9.32,8.01,15,1,605224
1456,4674,1204200000,168812,0,1,9,6,1,9.4,8.03,18,0,602967
2535,5117,2902081000,351635,0,0,12,19,0,8.78,9.01,7,0,599963
1727,10809,1955748500,260875,0,1,4,8,1,8.98,7.61,15,1,599176
2820,13531,3482772800,424148,0,1,6,4,1,8.17,5.98,18,0,599050
2474,12998,1963411500,262433,0,0,8,31,0,8.28,7.42,15,0,598373
3068,8084,3232442500,425049,0,0,1,9,0,9.07,7.61,7,0,597142
1838,10059,1429144500,189154,0,1,10,6,0,8.46,8.61,12,0,593630
2766,13595,2968357771,367105,0,0,6,11,1,8.63,6.09,18,0,592041
2443,11700,2957450500,393734,0,1,2,22,0,8.91,7.29,15,0,591841
3531,15416,3015423179,404693,0,1,11,6,1,6.44,5.29,15,0,591125
1689,10840,2325933000,356990,0,0,1,17,1,8.43,6.84,15,0,590409
2619,7284,2485787500,326471,0,0,1,9,0,9.28,8.05,18,0,585082
1589,8598,2083360500,322151,0,0,10,23,0,9.87,7.39,15,0,584861
1787,8618,1742735000,233561,0,0,9,16,1,8.03,5.88,15,2,583183
2009,12509,2884317000,403371,0,0,7,21,0,8.86,7.48,7,0,582698
2512,12563,3521505000,472187,0,0,5,10,0,9.5,5.79,15,0,582126
2042,9354,1642284000,235232,0,1,10,3,1,9.05,7.95,15,0,581468
3223,7014,2674967700,354959,0,0,12,23,0,9.54,8.63,7,0,579130
2593,11277,2556381500,365576,0,0,12,5,0,8.69,7.21,15,0,577758
2365,9907,2267430000,320844,0,1,5,3,0,9.72,7.33,7,0,576150
3534,16726,3540689654,435573,0,0,3,12,0,8.85,7.75,15,0,573657
2433,9593,2165922000,309780,0,1,9,12,0,8.05,7.32,15,0,571074
2536,11952,2280263000,300883,0,0,10,11,0,9.9,8,18,0,570010
1852,5497,1428961000,213306,0,0,12,15,0,9.67,8.41,7,0,569773
3126,13622,3138004500,444283,0,0,6,27,0,8.47,7.41,15,0,569500
1768,13003,2962449500,445434,0,1,1,24,0,9.03,7,15,0,562764
2657,12103,1989117500,284729,0,1,2,1,1,8.78,8.12,12,0,562156
2115,5984,2438299536,313878,0,0,9,3,0,9.42,7.99,12,0,560620
3158,11003,1762342452,216189,0,0,5,19,0,9.55,9,15,0,560578
2342,13016,2170022000,329431,0,1,1,31,1,8.7,7.46,7,2,559705
2428,13622,3356873500,382733,0,0,9,13,0,8.52,5.85,18,0,558433
1636,10475,2443976000,383615,0,1,1,29,0,9.29,5.97,7,0,556496
3656,8858,2319200300,307306,0,0,7,20,0,9.31,8.22,7,0,553760
1420,8643,1728210500,266875,0,0,10,30,0,8.89,8,15,0,553159
2120,11851,3691625700,460377,0,0,8,31,0,9.24,6.6,15,0,551897
3083,8070,2470261200,349591,0,1,7,22,0,9.65,8.79,7,0,550728
2249,12043,2213246500,310721,0,1,11,10,1,8.89,6.25,12,0,540972
1756,11206,2191800000,322653,0,0,9,25,1,9.5,6.93,18,1,540485
3033,15669,3263067667,456927,0,0,5,30,0,8.29,6.88,12,0,537920
1380,9507,2128072500,281204,0,1,9,10,1,8.82,5.85,15,0,537075
7488,35760,10405224170,1359715,0,0,6,28,1,9.15,8.07,12,0,536547
1950,12092,2237262500,336639,0,0,10,16,1,8.22,6.67,18,0,532324
2867,13782,2811171095,376210,0,1,3,7,1,9.42,6.81,18,0,531953
1765,8225,2118251500,285568,1,1,9,7,1,7.89,8.45,12,0,528149
1855,7476,2281283000,293251,0,0,1,13,0,9.83,7.63,18,1,527077
3435,16145,3312050649,420431,0,1,3,13,1,9.09,5.75,18,0,526282
1912,5227,1583833500,245983,0,1,7,19,0,9.81,8.65,12,0,524914
1309,7747,2015620500,308850,0,0,1,10,0,8.83,7.23,15,0,524572
1237,6720,2165911000,288075,0,0,2,17,0,9.47,7.74,15,0,522794
1157,4851,1442012000,208178,0,0,1,22,0,8.95,9.17,18,0,522667
2792,13760,2477680472,312439,0,1,3,5,1,7.84,6.81,18,0,519983
2626,9032,1773219609,246861,0,0,9,12,0,8.66,7.83,12,0,519584
3632,13802,3297950779,401347,0,1,1,11,0,9.16,8.84,15,0,518916
1843,9496,2056517500,284468,0,0,11,18,0,9.01,7.8,15,0,517286
3174,9562,2619095275,333860,0,0,8,25,0,8.13,7.48,12,0,515522
2051,12610,3762785000,332906,0,0,8,26,0,8.04,6.68,18,0,515074
2355,11118,3683027500,452909,0,1,7,28,0,8.57,7.4,12,1,514417
1827,11816,2596627000,352459,0,1,12,10,1,8,6.74,12,0,514052
3274,10826,1876540367,233687,0,0,9,7,0,9.16,8.33,12,1,513202
1850,5132,1934392000,260395,0,0,12,29,0,9.45,8.89,7,0,510996
5074,22057,2892822667,377216,0,1,11,16,1,9.2,8.37,12,1,510878
1637,10921,1833674175,276294,0,0,4,16,0,9.68,7.82,15,0,509640
2106,9826,2170889000,295719,0,0,9,30,0,8.94,6.47,15,0,509623
2738,5568,2826269400,384717,0,1,8,3,0,9.73,8.99,12,0,507508
2450,12629,2615317257,367738,0,1,2,14,1,8.91,6.81,15,0,507257
2569,5415,1545324829,211243,0,1,2,12,0,9.4,8.75,7,0,503516
1330,9580,1926516000,284159,0,0,3,27,0,8.7,6.88,15,0,502807
4012,18038,3718742058,424771,0,0,2,15,0,8.01,6.68,12,0,501286
2029,11352,2676025000,351993,0,0,12,31,0,8.96,6.71,15,0,499838
2177,6513,1224896300,165309,0,0,2,27,0,9.37,8.49,15,0,498004
